Postal code,Dudoso,Error,Invalido,Inválido,Negativo,Positivo,Positivo Fuerte
28982.0,0,0,0,0,2,2,0
28983.0,0,0,0,0,39,8,0
29002.0,0,0,0,0,15,9,0
29003.0,0,0,0,0,2,1,0
29004.0,2,0,3,0,159,4,0
29007.0,1,0,0,0,3,1,0
29010.0,3,0,2,5,216,21,0
29013.0,0,0,0,0,17,2,0
29014.0,2,0,0,0,31,6,0
29016.0,1,0,0,0,16,3,0
29100.0,0,0,4,1,104,11,0
29110.0,0,0,0,0,1,0,0
29120.0,0,0,0,0,3,2,0
29140.0,0,0,3,0,73,7,0
29200.0,0,0,2,0,77,24,0
29220.0,1,0,0,0,3,2,0
29310.0,0,0,0,0,27,5,0
29312.0,1,0,0,0,55,6,0
29320.0,1,0,0,0,75,22,0
29327.0,0,0,0,0,18,2,0
29328.0,0,0,0,0,1,0,0
29330.0,0,0,0,0,0,1,0
29380.0,1,0,0,0,5,2,0
29400.0,0,0,2,0,18,5,0
29510.0,0,0,0,0,0,1,0
29532.0,0,0,0,0,1,1,0
29540.0,0,0,0,0,1,0,0
29550.0,0,0,0,0,0,2,0
29560.0,0,0,0,0,1,0,0
29580.0,0,0,0,0,0,1,0
29600.0,0,0,0,0,1,0,0
29601.0,1,1,4,2,148,19,0
29602.0,2,0,10,0,166,11,0
29603.0,0,0,2,0,77,6,0
29620.0,3,0,0,0,26,9,0
29630.0,0,0,1,0,15,1,0
29631.0,0,0,0,0,15,6,0
29640.0,0,0,0,0,4,0,0
29649.0,0,0,0,0,35,4,0
29650.0,2,0,0,0,7,3,0
29651.0,0,0,3,0,72,6,0
29660.0,0,0,0,0,2,0,0
29670.0,3,0,3,3,98,9,0
29678.0,0,0,0,0,60,3,0
29680.0,0,0,0,0,97,9,0
29689.0,0,0,0,0,1,1,0
29693.0,0,0,0,0,3,0,0
29700.0,0,0,0,0,0,1,0
29713.0,0,0,0,0,2,0,0
29730.0,0,0,0,0,2,0,0
29740.0,0,0,0,0,1,2,0
29770.0,0,0,1,0,16,0,0
29780.0,0,0,1,0,35,2,0
29790.0,4,0,4,0,72,6,0
29793.0,0,0,0,0,8,0,0
30001.0,2,0,4,1,236,3,0
30006.0,0,0,0,0,1,0,0
30007.0,0,0,0,0,5,1,0
30008.0,1,0,0,1,205,8,0
30010.0,0,0,0,0,9,3,0
30100.0,0,0,0,0,6,0,0
30107.0,0,0,0,0,2,0,0
30110.0,0,1,0,1,8,2,0
30150.0,0,0,0,0,8,1,0
30161.0,0,0,0,0,23,5,0
30170.0,0,0,0,0,1,3,0
30201.0,0,0,0,0,7,0,0
30204.0,0,0,0,0,177,12,0
30205.0,0,0,0,0,3,0,0
30310.0,0,0,0,0,5,0,0
30353.0,0,0,0,0,1,0,0
30360.0,0,0,1,0,19,10,0
30392.0,0,0,0,0,14,0,0
30394.0,0,0,0,0,5,0,0
30400.0,9,1,9,1,352,52,0
30410.0,0,0,0,0,1,0,0
30420.0,0,0,0,0,19,2,0
30500.0,0,0,0,0,2,1,0
30507.0,0,0,0,0,3,0,0
30508.0,0,0,0,0,1,0,0
30510.0,0,0,0,0,11,0,0
30530.0,0,0,2,0,13,10,0
30560.0,0,0,0,0,1,0,0
30562.0,0,0,0,1,0,0,0
30564.0,0,0,0,0,25,2,0
30600.0,0,0,0,0,4,0,0
30740.0,0,0,0,0,2,0,0
30800.0,1,0,0,0,51,5,0
30820.0,0,0,0,0,3,0,0
30840.0,0,0,0,0,4,1,0
30850.0,7,0,0,0,134,34,0
30860.0,1,0,0,0,33,5,0
30868.0,0,0,1,0,9,1,0
30870.0,2,0,0,1,109,5,0
30877.0,0,0,0,0,1,0,0
30880.0,2,0,0,0,26,5,0
30890.0,0,0,0,0,1,1,0
31006.0,1,0,0,0,0,2,0
31100.0,0,0,0,0,0,1,0
31174.0,1,0,0,0,84,4,0
31190.0,0,0,0,0,1,0,0
31192.0,0,0,0,0,0,1,0
31200.0,0,0,0,0,0,2,0
31390.0,0,0,0,0,0,1,0
31400.0,0,0,1,1,43,29,0
31409.0,0,0,0,0,19,1,0
31421.0,0,0,0,0,1,0,0
31460.0,0,0,0,0,4,0,0
31500.0,0,0,1,0,15,5,0
31587.0,0,0,0,1,17,5,0
31600.0,0,0,0,0,1,1,0
31620.0,1,0,3,0,126,2,0
31621.0,0,0,0,0,1,0,0
31695.0,0,0,0,0,1,0,0
31800.0,0,0,0,0,1,0,0
31870.0,0,0,0,0,0,1,0
32004.0,0,0,0,0,10,0,0
32005.0,0,0,0,0,2,0,0
32627.0,0,0,0,0,15,1,0
33008.0,0,0,0,0,1,0,0
33009.0,0,0,0,0,1,0,0
33010.0,0,0,0,0,7,2,0
33011.0,0,0,0,0,1,0,0
33012.0,1,0,0,0,4,1,0
33119.0,0,0,0,0,1,0,0
33202.0,0,0,0,0,5,1,0
33204.0,0,0,0,0,1,0,0
33205.0,0,0,0,0,6,0,0
33212.0,0,0,0,0,1,0,0
33213.0,0,0,0,0,1,0,0
33392.0,0,0,0,0,0,1,0
33403.0,0,0,0,0,3,0,0
33405.0,0,0,0,0,6,0,0
33500.0,1,0,0,0,18,3,0
33509.0,0,0,0,0,1,1,0
33510.0,0,0,0,0,4,0,0
33592.0,0,0,0,0,1,0,0
33670.0,0,0,0,0,2,0,0
33690.0,0,0,0,0,2,0,0
33700.0,0,0,1,0,12,4,0
33950.0,0,0,0,0,1,2,0
35015.0,0,0,0,0,1,0,0
35018.0,0,0,4,3,14,0,0
35200.0,0,0,0,0,5,0,0
35213.0,0,0,0,0,21,1,0
35259.0,0,0,0,0,4,0,0
35339.0,0,0,0,0,2,0,0
35413.0,0,0,0,0,1,0,0
35415.0,0,0,0,0,4,0,0
35509.0,0,0,0,0,8,0,0
36001.0,0,0,0,0,14,1,0
36002.0,0,0,0,0,2,0,0
36003.0,2,0,0,0,43,17,0
36004.0,0,0,0,0,5,0,0
36140.0,0,0,0,0,13,0,0
36164.0,0,0,0,0,6,1,0
36203.0,0,0,0,0,2,1,0
36205.0,0,0,0,0,3,0,0
36207.0,0,0,0,0,3,0,0
36210.0,0,0,1,0,8,2,0
36214.0,1,0,0,0,15,2,0
36600.0,1,0,0,0,3,1,0
36613.0,0,0,0,0,0,1,0
36627.0,0,0,0,0,1,0,0
36690.0,0,0,0,0,3,0,0
36700.0,1,0,0,0,29,3,0
36713.0,0,0,0,0,1,0,0
36715.0,0,0,0,0,3,1,0
36800.0,0,0,0,0,6,0,0
36812.0,0,0,0,0,3,0,0
36915.0,0,0,0,0,3,2,0
36930.0,0,0,0,0,2,0,0
36939.0,0,0,0,0,1,0,0
37003.0,1,0,0,0,57,5,0
37184.0,0,0,0,0,3,1,0
37621.0,0,0,3,0,4,0,0
37700.0,0,0,0,0,20,1,0
37760.0,0,0,0,0,1,0,0
37770.0,0,0,1,0,1,0,0
38003.0,0,0,0,0,7,0,0
38005.0,0,0,0,0,2,0,0
38007.0,0,0,0,0,9,0,0
38202.0,0,0,0,0,6,0,0
38203.0,0,0,0,0,1,0,0
38290.0,0,0,0,0,4,0,0
38320.0,0,0,0,0,3,0,0
38360.0,0,0,0,0,6,0,0
38379.0,0,0,0,0,2,0,0
38410.0,0,0,0,0,2,0,0
38419.0,0,0,0,0,2,0,0
38509.0,0,0,0,0,1,0,0
38550.0,0,0,0,0,1,0,0
38588.0,0,0,0,0,21,0,0
38627.0,0,0,0,0,9,0,0
38632.0,0,0,0,0,7,1,0
38639.0,0,0,2,1,37,2,0
38660.0,0,0,0,0,3,0,0
38800.0,0,0,0,0,6,2,0
39007.0,0,0,0,0,0,2,0
39008.0,0,0,0,0,1,0,0
39120.0,0,0,0,0,2,0,0
39300.0,0,0,0,0,2,1,0
39312.0,0,0,3,0,10,0,0
39400.0,0,0,0,0,2,0,0
39478.0,0,0,0,0,1,0,0
39600.0,0,0,0,0,15,14,0
39620.0,0,0,0,0,1,0,0
39700.0,0,0,0,0,27,1,0
40002.0,0,0,0,0,1,1,0
40006.0,0,0,0,0,12,0,0
40424.0,0,0,0,0,1,0,0
41004.0,0,0,1,0,17,3,0
41005.0,0,0,0,0,6,0,0
41006.0,0,0,0,0,26,5,0
41007.0,0,0,0,0,1,0,0
41008.0,0,0,0,0,73,4,0
41009.0,0,0,2,0,58,1,0
41010.0,0,0,0,1,9,3,0
41012.0,1,0,0,0,70,5,0
41013.0,0,0,0,0,4,0,0
41014.0,0,0,0,0,3,1,0
41015.0,0,0,0,0,36,3,0
41016.0,0,0,0,0,13,3,0
41018.0,0,0,1,1,75,2,0
41019.0,0,0,1,0,61,6,0
41020.0,0,0,1,0,32,2,0
41089.0,0,0,0,0,33,5,0
41100.0,0,0,1,3,74,14,0
41111.0,0,0,0,0,39,17,0
41120.0,0,0,0,0,8,0,0
41200.0,0,0,0,0,2,0,0
41210.0,2,0,0,0,98,10,0
41230.0,1,0,1,0,15,0,0
41300.0,1,0,1,0,11,1,0
41309.0,0,0,0,0,12,1,0
41310.0,0,0,2,0,20,2,0
41320.0,0,0,0,0,1,0,0
41400.0,3,0,6,0,108,11,0
41410.0,0,0,1,2,103,21,0
41420.0,0,0,0,0,3,0,0
41440.0,1,0,0,0,21,3,0
41450.0,0,0,0,0,1,0,0
41500.0,1,1,0,1,28,0,0
41530.0,0,0,0,0,4,1,0
41560.0,1,0,0,0,17,5,0
41600.0,2,0,0,0,38,22,0
41610.0,0,0,0,0,1,1,0
41650.0,1,0,2,0,18,6,0
41701.0,0,0,0,0,13,0,0
41703.0,0,0,0,0,2,0,0
41704.0,0,0,0,0,22,3,0
41710.0,2,0,6,0,247,24,0
41720.0,0,0,0,0,11,1,0
41730.0,0,0,0,0,22,1,0
41740.0,0,0,1,0,38,16,0
41800.0,0,0,0,0,1,0,0
41807.0,0,0,0,0,7,1,0
41808.0,1,0,0,0,42,6,0
41840.0,0,0,1,0,6,0,0
41860.0,0,0,0,0,3,0,0
41880.0,0,0,0,0,3,2,0
41900.0,0,0,0,0,2,0,0
41907.0,0,0,0,0,3,0,0
41909.0,1,0,0,1,31,8,0
41910.0,0,0,0,0,1,0,0
41920.0,2,0,0,0,267,2,0
41927.0,0,0,0,0,36,4,0
41928.0,0,0,0,0,1,0,0
41940.0,5,0,0,0,93,24,0
41950.0,0,0,1,0,0,0,0
41980.0,0,0,0,0,2,0,0
42001.0,0,0,0,0,2,0,0
42004.0,0,0,0,0,4,0,0
42005.0,0,0,0,0,6,0,0
42134.0,0,0,0,0,4,1,0
42190.0,0,0,0,0,4,0,0
42200.0,0,0,0,0,3,0,0
42211.0,0,0,0,0,3,0,0
42216.0,0,0,0,0,3,0,0
43002.0,0,0,0,0,22,3,0
43007.0,0,0,0,0,15,1,0
43008.0,0,0,0,0,1,0,0
43120.0,1,0,0,0,20,4,0
43203.0,0,0,1,0,4,0,0
43205.0,0,0,0,0,31,1,0
43470.0,0,0,0,0,4,1,0
43480.0,0,0,0,0,15,2,0
43481.0,0,0,0,0,13,1,0
43500.0,0,0,0,0,1,0,0
43530.0,1,0,0,0,7,4,0
43540.0,1,0,0,0,95,19,0
43580.0,0,0,0,0,30,3,0
43700.0,0,0,0,0,9,1,0
43730.0,0,0,0,0,12,0,0
43800.0,0,0,0,0,15,1,0
43812.0,1,0,0,0,23,6,0
43820.0,0,0,0,0,9,0,0
43830.0,0,0,0,0,8,3,0
43839.0,1,0,1,0,181,8,0
43840.0,0,0,1,0,6,2,0
43850.0,0,0,0,0,1,0,0
43881.0,0,0,0,0,18,4,0
43882.0,0,0,0,0,4,0,0
43890.0,1,0,0,0,200,29,0
43893.0,1,0,0,0,2,0,0
43895.0,0,0,0,0,1,0,0
43896.0,0,0,1,0,0,0,0
44001.0,0,0,0,0,1,0,0
44002.0,2,0,2,0,94,10,0
44190.0,0,0,0,0,1,0,0
44195.0,0,0,0,0,1,1,0
44200.0,0,0,0,0,4,0,0
44580.0,0,0,0,0,6,1,0
44600.0,1,0,0,1,51,1,0
45003.0,1,0,0,0,14,6,0
45004.0,0,0,0,0,4,3,0
45005.0,0,0,0,0,10,2,0
45006.0,0,0,0,0,0,1,0
45007.0,0,0,1,0,19,6,0
45008.0,0,0,3,0,39,2,0
45100.0,0,0,0,0,1,0,0
45111.0,5,0,1,0,109,21,0
45126.0,0,3,0,2,21,12,0
45183.0,1,0,0,2,1,0,0
45190.0,0,0,0,0,1,2,0
45200.0,2,0,2,0,117,13,0
45210.0,0,0,0,0,2,0,0
45214.0,0,0,0,0,18,3,0
45217.0,0,0,0,3,0,0,0
45220.0,1,0,0,0,6,2,0
45221.0,0,1,0,0,45,2,0
45223.0,0,0,0,0,4,0,0
45224.0,0,0,0,0,7,0,0
45230.0,0,0,2,0,4,1,0
45270.0,0,0,0,0,3,0,0
45300.0,0,0,0,0,10,0,0
45400.0,0,0,0,0,0,1,0
45470.0,0,0,0,0,1,0,0
45500.0,0,0,0,0,4,2,0
45593.0,0,0,0,0,6,3,0
45600.0,1,0,0,0,206,27,0
45611.0,0,0,0,0,5,0,0
45710.0,4,0,4,0,171,47,0
45800.0,0,0,0,0,1,0,0
45860.0,0,0,0,0,1,1,0
45880.0,0,0,0,0,1,1,0
45910.0,0,0,0,0,12,0,0
45930.0,0,0,0,0,0,1,0
46003.0,1,0,0,1,38,2,0
46004.0,0,0,1,1,23,2,0
46005.0,4,0,0,0,43,3,0
46006.0,2,0,1,0,20,4,0
46007.0,1,0,1,5,108,5,0
46008.0,0,0,0,1,77,9,0
46009.0,0,0,0,0,1,0,0
46010.0,0,0,1,0,64,2,0
46013.0,0,0,0,0,1,0,0
46014.0,0,0,0,0,1,0,0
46016.0,1,0,2,0,119,1,0
46017.0,6,0,8,1,147,18,0
46018.0,0,0,0,0,51,0,0
46019.0,1,0,0,0,57,4,0
46020.0,0,0,0,0,10,0,0
46021.0,0,0,3,0,71,3,0
46022.0,1,1,2,0,233,6,0
46024.0,0,0,0,0,1,0,0
46025.0,0,0,0,0,3,0,0
46035.0,0,0,1,0,5,0,0
46100.0,0,0,0,0,2,1,0
46117.0,0,0,0,0,2,0,0
46119.0,0,0,0,0,1,2,0
46120.0,0,0,0,0,6,0,0
46130.0,0,0,2,0,9,2,0
46132.0,0,0,0,0,1,0,0
46133.0,1,0,0,0,48,1,0
46134.0,1,0,10,0,102,2,0
46135.0,0,0,4,0,1,0,0
46136.0,0,0,0,0,1,0,0
46160.0,0,0,6,0,7,0,0
46180.0,0,0,0,0,3,0,0
46183.0,1,0,2,1,162,7,0
46184.0,0,0,0,0,1,0,0
46185.0,0,0,1,0,8,0,0
46191.0,0,0,0,0,1,0,0
46192.0,0,0,0,0,8,1,0
46200.0,0,0,0,0,2,1,0
46220.0,0,0,0,0,7,0,0
46230.0,0,0,0,0,1,0,0
46240.0,0,0,0,0,40,5,0
46250.0,2,0,3,0,153,19,0
46260.0,0,0,0,0,24,11,0
46290.0,0,0,0,0,5,0,0
46360.0,0,0,0,1,60,6,0
46370.0,1,0,0,0,95,2,0
46380.0,0,0,0,0,17,1,0
46389.0,0,0,0,0,9,1,0
46410.0,0,0,0,0,1,0,0
46420.0,0,0,0,0,23,5,0
46430.0,2,0,0,0,47,1,0
46450.0,0,0,0,0,6,0,0
46460.0,0,0,0,0,1,0,0
46470.0,1,0,1,0,49,9,0
46520.0,1,0,5,0,39,2,0
46529.0,0,0,4,3,106,2,0
46530.0,0,0,0,0,8,2,0
46595.0,0,0,0,0,2,0,0
46600.0,0,0,6,0,1,0,0
46630.0,0,0,0,0,24,3,0
46640.0,0,0,0,2,42,6,0
46650.0,0,0,0,0,12,1,0
46689.0,0,0,0,0,1,0,0
46690.0,0,0,0,0,1,0,0
46701.0,0,0,0,0,2,0,0
46702.0,0,0,0,0,4,0,0
46710.0,0,0,0,0,1,2,0
46715.0,0,0,0,1,42,3,0
46720.0,0,0,0,0,5,1,0
46722.0,0,0,0,0,3,0,0
46727.0,0,0,0,0,1,0,0
46730.0,0,0,0,0,15,0,0
46760.0,0,0,4,0,57,3,0
46770.0,0,0,0,0,2,0,0
46780.0,0,0,0,0,1,0,0
46800.0,1,0,4,0,213,23,0
46850.0,3,0,2,0,90,19,0
46870.0,1,0,0,0,20,6,0
46900.0,0,0,1,0,15,3,0
46901.0,0,0,0,0,21,4,0
46910.0,1,0,0,4,31,0,0
46920.0,0,0,1,0,197,1,0
46940.0,1,0,0,0,97,9,0
46950.0,0,0,0,0,2,0,0
46960.0,0,0,0,0,4,0,0
46970.0,0,0,0,0,26,1,0
46980.0,3,1,0,0,42,1,0
46988.0,0,0,0,0,0,1,0
47004.0,0,0,0,0,10,4,0
47007.0,0,0,0,0,2,0,0
47008.0,2,0,1,0,13,4,0
47013.0,0,0,0,0,1,0,0
47014.0,0,0,0,0,4,0,0
47100.0,0,0,0,1,4,0,0
47420.0,1,0,1,0,1,0,0
48003.0,0,0,0,0,0,1,0
48005.0,0,0,0,0,18,2,0
48006.0,0,0,0,0,1,0,0
48007.0,1,0,0,0,11,7,0
48008.0,0,0,0,0,6,0,0
48013.0,0,0,0,0,4,1,0
48014.0,0,0,0,0,1,0,0
48015.0,1,0,0,0,27,9,0
48100.0,0,0,1,0,27,8,0
48130.0,0,0,1,0,7,1,0
48220.0,0,0,0,0,6,0,0
48480.0,0,0,0,0,2,0,0
48600.0,0,0,0,0,0,1,0
48610.0,0,0,0,0,3,0,0
48903.0,0,0,0,0,2,0,0
48920.0,0,0,0,0,4,1,0
48940.0,2,0,0,0,25,1,0
48950.0,0,0,0,0,0,1,0
48960.0,0,0,0,0,2,1,0
48991.0,1,0,0,0,9,7,0
49005.0,0,0,0,0,1,1,0
49006.0,0,0,0,0,4,1,0
49300.0,0,0,0,0,26,4,0
49600.0,0,0,0,1,0,0,0
49800.0,2,0,3,0,181,15,0
49882.0,0,0,1,0,2,0,0
50002.0,0,0,0,0,6,2,0
50003.0,2,0,0,0,16,1,0
50005.0,0,0,0,0,4,0,0
50006.0,0,0,0,0,101,2,0
50007.0,0,0,0,0,6,1,0
50009.0,1,0,2,0,72,3,0
50010.0,2,0,0,0,278,25,0
50011.0,0,0,0,0,3,0,0
50012.0,1,0,7,0,323,7,0
50014.0,0,0,0,1,31,6,0
50015.0,4,0,0,1,222,7,0
50016.0,0,0,0,0,3,0,0
50017.0,0,0,1,0,59,0,0
50018.0,2,0,0,0,80,8,0
50019.0,0,0,1,0,24,1,0
50021.0,0,0,3,0,152,6,0
50100.0,0,0,8,0,29,5,0
50130.0,1,0,1,0,58,16,0
50172.0,1,0,6,0,69,12,0
50180.0,0,0,0,0,67,10,0
50194.0,0,0,0,0,2,0,0
50300.0,0,0,0,0,3,2,0
50410.0,2,0,0,0,223,13,0
50540.0,1,0,0,1,33,3,0
50620.0,0,0,0,0,36,2,0
50630.0,0,0,1,0,19,0,0
50692.0,0,0,0,0,1,0,0
50720.0,0,0,2,0,1,0,0
50781.0,0,0,0,0,3,0,0
50800.0,0,0,0,0,11,1,0
50830.0,0,0,2,0,101,12,0
52005.0,0,0,0,0,0,2,0
52006.0,0,0,0,0,1,2,0
